clean_message,label
gee gee bilkul,Positive
khasi kanjar,Negative
ayaz sadiq ghatya pan ke bad or pmln secret public karne dhamkio ke bad inko qaumi salamti raz batana chahiay kia curapt tarin logo sath bethana chahiay kia inko ahem qaumi salamti ke secret batana chahiay isliay ke india israel or america bata,Negative
hum rao nahi hain ye sab se achi bat hy,Positive
keh inki support jari rakhain gay,Negative
plz investigate kare k lollywood me kon kon pti support ha chahy kitna investigate kare k pti support ha ni tiger force support ha ni pmln k bary me kia kehta ha naqalo hoshyar,Negative
me just smt or recent fvg break then entry,Neutral
i wish chief justice is ghatya game show ko band kerwaain or ary ko punish karain,Negative
waha nleague hakomat ha police nagrani ma vote hui dhandli waha bi hui ha jis jaga ppp pmln jeeti ha pti wali seat hui ha,Negative
doctor shb bhi tb tk reat krain or study complete krain,Neutral
dil chota mt kr ek din tu b esi hogi,Positive
yani tere se bat krne ke liye bhi mujhy ek jagah pr bethna prta hy,Neutral
nahi to us ke le leta,Neutral
fahad mustufa humesha ki tarha zabardast,Positive
sahi hy axhi or latest batein batata hy chatgpt to maza ni krwa raha paid hy,Positive
i think ma so jata hon,Neutral
pakistani selectors ne aik teen ager shahid afridi ko jin ki masey bhi abhi nahi bheegi thin un ko bhej diya,Neutral
nahe romance,Negative
merq to sahi ha ab,Positive
ni btaya,Neutral
pti ke jialo ko bhi jhatka hahahha,Negative
thk a thk a laga ray bolnay,Positive
test case in sub k mgr khuf nh khuda in pmln k mna nam khud waha k logo liya mgr aik pakr face save zainab case,Negative
har banday apni qismat ha nawaz plastic china wali chapal lagi pm ahsan iqbal original leather chapal sa pata chalta ha pmln awaam ma maqbool ha,Negative
mjy ameer hona ha,Positive
madam g or unky order,Neutral
rivend hal dykhy kher tm a kiya gila tm pmln bas itna he kaafi,Negative
bhai n league nee pdm thn pmln kay vote,Neutral
funny video maza aya,Positive
originally posted by raaz butt sahib gali k bagheer bhi baat kar lia karo kis preshani ka shikar ho jo har waqt gali baktay rahtay ho,Negative
imran khan aur pakistan kai liye buhut acha hoga inshallah,Positive
or kia ha,Neutral
mujhy project ki tension pr gyi us ka kya karna hy,Negative
isi saal tumari honi czn se,Negative
aby ja oy,Negative
uper sy kaam bhi kra rhin,Neutral
kr lena tha wrna kam khrab ho skta ha,Negative
ab muscle mass lose kia thora to ni leta,Neutral
bilkul apki baji lagti,Negative
ap masroof thy is lia me khud se hi soch lia,Neutral
sir g yeh kiya hai,Neutral
ye kr ke ss bej dio,Neutral
aesa scene hwa na eng mear ab emt ma hoo ga kuch aesa h,Neutral
or tu tujhy use waqt kuch feel nahi ho ga,Negative
k c bnaty h gingr chai,Neutral
imran khan sahib zinda bad humay aap see bohet umeed hai,Positive
seriously ajoobaa,Positive
fantastic work,Positive
follower khum kia,Negative
buht buht hi acha song he or darama ke liy mary paas alfaaz nhi realy,Positive
g g i know guru ne ajka 1 lakh nikal lia ha,Positive
pmln agar kpk baloch party houti inka raw connection massive fund fully expose jaa choki houti lekin punjab party face save laazim ppp k dakaith jab sir musharraf naam laylay k ghaddaar kahain theek lekin bajwa naam lia aagh lag gae,Negative
2014 acha ne rha 2015 may b acha ho,Positive
bhai jan is time gusht pr ha rikshwy k pichy bike lagai hogi us k academy jany ka time ho gya na is lia,Neutral
allah apko salamat rakhy sir,Positive
hmm pr fwad ka numb lagg gya ab flop honay main ji,Negative
ap muhlay ki kisi b shadi me nach lain frak nhi parta pr dushman ki shadi pe bhangra dalain tu farak parta hy,Negative
shanii bhai jisny tang kiya usy thok do,Negative
x ly ly promo offer chal rahi hai careem ki,Positive
bhai ye pmln chorion bachane khud bacahne lagi hwi behtar yhi pmln ke jitne leaders chup ke awam lota huwa pesa razdari ke sath wapis ksi pta b nh chle izat b reh jaye wrna psa govt waps e lkn izat nh reh,Negative
yia app nay buying ki hia,Neutral
what a style liye mukky mary,Neutral
request to all of bro and sis always go with your family special to hospitals,Neutral
meri b shadi krwao huhhh,Positive
means yani kia,Neutral
oo great,Positive
tu ne btana jaun ke na jaun,Neutral
kurri ya 50 years ki aunty,Neutral
idhr mn surgery kray betgha,Negative
great work bhai g,Positive
battery bohot kmm he yar iski memory bouhat kam ha,Negative
tmhare viral pic yaad a gye foujia,Negative
ahtasham bhai baz uqaat halaat esy ho jaty hain k na chahte howe b boht kuch apni marzi k begar krna par jata hai aur mera khayal hai k mohabbat kbi nhi marti aur na hi km hoti hai balke humesha k liye yaad bn jati hai,Positive
tit for tat mi pti k sath hwa mi pti pmln bja di ayena unko dkhya bura man,Negative
malik bahiya ma app ko pata nahi skta kamal kar diya app na ager is thread k points hote to pore1000 points dta kamal hay,Positive
yes he speaks pushoto and punjabi as well ali and rafey elimineted bcoz they cant sing punjabi songs,Negative
maam sameena why should i pass you me ghareeb ki dua lagaygi maam,Neutral
simple ha koi difficult to ni,Positive
sb choor dy bhai,Neutral
ay abhi,Neutral
mein ne kyoun follow kia isey waqt ka zya,Neutral
tafreee bhaeeeee maza a gaya,Positive
very sad shame,Negative
d low sweep then me enter ka sochoga,Neutral
in havas parastun ko ibrat naak saza milni chahye,Negative
multi level inheritance parha nahi,Neutral
tu bhi seekh kuch,Neutral
ye bahot achi company hy baqi to sarey bakwas hy mengy mengy,Negative
mery pass ha course wgra isi k but engreez ha heavy waly wo english me saraiki bolty ha,Neutral
musharaf jo pkdna chaye wohi hy kasoor vaar,Negative
crypto ya forex,Neutral
kya ajeeb log rehte hai pakistan mein,Neutral
you are the best aroob,Positive
is tarah helen keller ki zindagi mein taleem ka aghaz howa aur baad mein wo mukhtalif marahil te kar ke aik shandar musanifa bani,Positive
mari aik request h k pmln apni media xomain taz kara mangai khilaf egg darjan h atta manga bijli mani gas dunya k hr cheea mangi h bs b insan jab youtube b social media khola udr mangai k awaz awam k matharak karo inahallah kamyabi ap qadam choma g bs,Negative
umer akmal in,Positive
godfather papoooo passs ho gayaaaa hahahahahha,Neutral
pmln pdm punjab lahore mei buri tarah fail and reject pakistan awaam ek baar phir nawaz shareef reject dya,Negative
ghr mn bnda chota b na ho,Negative
ohh thnx,Positive
beshurm khoty yhi agr pmln kerty tum log khty bijli k rate berha diay sherm tumko magar nhy aty youthio tmhra thikana jahannum,Negative
sab laug kai shararat karau pmln kai members kai isteefai speakers and pa kau bhaijau takai unn kau bula kai zaleel kia jae,Negative
kash rent pr project le lete,Negative
yeh geo walay ab reham ka baap ban gaya hain aur ik say revenge lainay kay liye ab yeh reham kay humdard ban kar ik ko badnaam karain gay zaleel log aur yeh geo ka numainda reham ka abba ban kar baat bata raha hailaanaaaaaaaaaaaaaaaat hai haram khor,Negative
pmln tamam jahal andhe begharat haram khor shamal,Negative
mery pass 10 ha only jo maxic ne mj pr taras kha kr dia ha,Negative
kia ye sachi kahani hai koi btaye mjhe plz,Neutral
haha acha lga sunn kr,Positive
shia ha not muslim,Neutral
mera b pegam e shukrya anti ko dy djye ga,Positive
shameer potty you and potty,Negative
bndi mix ni keni,Neutral
ma bs itna kahuna cahata k shram hoti haya ha after pmln politics,Negative
aur bohot si bewaqoof larkiyun ki bhi shaadi nahin honi chahiye jo apni ahmaqana herkaton say apna gher khud tabah kerti hain jin ki sirf achi shakal honay ki waja say shaadi to hojati hai magar dimagh naam ki koi cheez nahin payee jaati un main,Negative
long short,Neutral
g haa,Neutral
love you ducky bhai aap jann ho meri,Positive
ya kuch esa,Neutral
1984 mein condoleezza rice ko behtareen teacher ka walter j gores award diya gaya,Positive
daska nawaz smt city sahiwal,Negative
intikhab alam ke baqol ye sab allah ki beharbani thi mujhe samajh nahi aya ke ye kiya ho gaya,Positive
ap jitni mrzi koshish lie but ap delny mai kabi kamyab ni hogi its bitter reality n accept it,Negative
i got the deal 100 percent orignal and perfect cheez mili hai mujko fastest delivery ever ty game sources and ty darazpk,Positive
only one problem in this phone screen size too much,Negative
astaghferullah yah allah reham farma,Negative
moiz is such a cutiee,Positive
bahut afsos hai ke hamari police ka ya hall hai,Negative
ma shah allah,Positive
janab pehle arz chuka k ap justice system choro k mufad ma bana loole langre system k through ihtisaab lkn yaqeen kre choro k gird shikanja sakht chor tabro rula dya at least wada,Negative
bardasht buzdili nahi balkyn bardasht zindagi ki aik aham aosol hein,Positive
so funny vlogs,Positive
due to your page most people comment here,Neutral
aese bundon ko kehty hain loota,Negative
good yr,Positive
wo tujhy khud judge karna ho ga,Neutral
phattar marnee waale par b phool pekhte hai,Positive
lets see kya krti ha market,Neutral
bazr sy mily g anmol khana books shops sy,Neutral
tare ma yar ha tujha pta ha gando pmln,Negative
koi k isny kal bola tha shame on zardari,Negative
yes buying opprtunti ka keh raha hoon,Positive
mohabbat ager emandari se na ki jaye tou bey eman hojati hai,Positive
karobari admi karobar na kara bus berucracy ki jaib bharta raha every business face every day this kinda cheap tactics to malighn by berucracy sab ko paisa khilao tab ja ka kam hota hai or berucracy jan bujh ka bussiness waloon ko phasati hai paisa bana ka liya,Negative
wo kesy or konsy,Neutral
khuda wasta h misbh pakistan team k sit kam dy phir dekhy yhi team parfom kry y pmln walo banda ha,Negative
dj ki breaking news ka hi too intezar ha,Neutral
ab sirf imagine kijiye imtihan ki ghari hai robot k wheels ghomnay se inkar kar rahay hain hashir sahab kharay robot ko dhakkay mar rahay hain sab shor macha rahay hain jz bhai ne ghari nikal rakhi hai aur aik ajab afratafri si chayi hai,Negative
superb story indian ko to pechy he chor dia,Negative
molvi abdul haq jama e urdu ke qayam ke khuwahishmand the taham un ki rehrat se ye masoba adhora reh gaya,Negative
ppp khly bht muskal saal hoga,Negative
ha ly ao,Neutral
or wsy prda krna,Neutral
i just read ummul khabees in the comment section and i am laughing so hard,Negative
abhi discussesion chall rhi abhi isreal bola nah kro hamla humara army cheif khana khane gya hai so they are waitig,Negative
o yr bs ms nalla bnda,Negative
bht alaa iqra ul hassan shb,Positive
iphone ko mobile hai sab phones say batter hai is main koi shak nahi har phone ka apna status hai jis main ye first pay hai is jeai cheez aj tak koi ni bana saka par baat wohi aati hai,Neutral
or bhi wajah hain,Negative
ha kr lo ga wo to,Neutral
m phr kuch kum jahil becz em the supporter of ik,Negative
dunya jahn ki shrafat yahn a kr khtm htii yad aya kch,Negative
tum pmln bat kro tum chpl k brabr bi,Negative
ibrahim ismail chundrigar isi halqey se dobara mein bhi muntakhib hue,Neutral
ducky nay koi naik kam koya ha us k bdly mai aroob mili aroob nay koi gunnah kiya ha jis k bdly mai tati say shadi hovi,Negative
liquidity kitni hia apki kam say kam,Neutral
no bkwas,Negative
apna title apny pas rakhyn,Neutral
inko b london hoga,Negative
aap ko krq sahab k plays pasand ni,Negative
main tou fakhar kar rahi hun,Positive
me a kr deekhta ho match pr ja raha,Neutral
intehai fazool shadi kar li hai larki k sath or yeh tak nhn pata k is ka baap kon hai nikah nama men kya likha tha etc,Negative
bkwasat band kro bohtt koch leya nab ly,Negative
ksi or baqre ko pakre kal,Neutral
sheikh twadi soch ghalt ae,Negative
yucky bhai,Negative
ohh paglo asal me benazir kon pmln maryam or ppp asifa apas me faisla lo benazir banana,Negative
aroob ne paise me lie shadi ke ha,Negative
mn to apny baba sy purany zamnay ka,Neutral
ducky bhai l love u bro,Positive
apko sb ata to ha,Positive
pmln ky sheer apny g tarha ky kam hoty he rahty g,Negative
jazzcash mn hony mry pas,Neutral
plz zyada pics post kia karain,Neutral
ab ye lectue sun raha hun,Neutral
kaha jata hai ke wo abbasi khalifa al mansoor ke aik azaad karda ghulam waseh ke khandan se the,Neutral
ducky bhai aroob ka hussan kam hogaya hai thora uspe diyan do yaar main uske liye video dekhta hun meri shoni ka thora toh khayal kro,Negative
good night mr,Positive
logical hy,Neutral
wo batate hain ke in ke waldain ki mulaqat khasey filmy andaaz mein hui thi,Positive
pmln empire empire khatam kiya baghair pakistan progress nahi kursukta,Negative
dominance 4h me dekho rejection le rhi ha,Neutral
aap ka inteqal 25 august 2008 ke roz islamabad mein hua,Negative
bus tu chorheee na mujhay after that game,Neutral
jo different si feelings dy ra,Positive
pakistani quam nawaz baba harami indiam agent ur darbario key manhoos shakleyn dekhena nahey chatey tum bay gharat loog dafan hoo es pakistan sey tum dab sey bara sheetan loog hoo saloo mey loor kir kha gayee pakistan koo,Negative
lala ko cricket is alif bay bhee nahi pata pata nahi sari zindigi kya kerta raha ha,Negative
yar shazaib ki batein sun ke dr lag gya mujhy,Negative
hahahahhah oye pmln muh kala dita khawaja sahab sharm haya taray kolo ni langi,Negative
yes zaroo band karnah chea,Negative
tashma lga kr bh nzr nh aya,Negative
jab afsaran khail ker lot jate they to yeh hashim ke court mein dakhil hone ka waqt hua karta tha woh chandni raton mein dair tak akele hi khelte rahte they yahi waja hai ke un ka stemina lajawab tha,Positive
ptaa nii hum kb aisi celebration kren gay,Negative
in ki dosri shadi apne daur ki famous qalmi actress bazgha se hui jin se in ke 2 bache beta sanwal aur beti laraib hain,Neutral
dont happy its include in your ticket price,Negative
tauheen ameez cartoon k khilaaf mian saanp aik b bayan dekha dein ap me pmln join krne tyar,Negative
or phly 17 days pr bs hui pr thi,Neutral
ghazaliyat ka majmua kuliyat e saghar ke naam se shaya ho shuka hai,Neutral
allah meri behan ko ulad ata kary ameen,Positive
ek min ek min ap zara 2 min chup rahe,Negative
nice sis mujy baby waghyra bhot pasand hy nyc nd super duper,Positive
nahi nawaz shareef k jalsy ya campaign py kise ko eitraz nahi wo kr sakta hai kis ny kaha hai eik bhi baat batao kise ke plz ab baat change na karna eik word batao kise bhi pti walay ka k nawaz shareef jalsy kion kr raha hai,Negative
yeh dashat gard bhi tu hum hi banatay hai koi ghareeeb hai kisi ki beti ki shaadi nahi horahi hai kisi ka beta apni study mukamil nahi kar sakta kyon k gurbaat hai,Negative
officers town,Neutral
pmln ko hrany k liye humy ppp ko vote dena pr rha ha nawab zada mansoor khan pti ki position kharab kr rha ha,Negative
ya flush altseason ki begning hy,Neutral
good work brother allah bless you,Positive
abi meri tlaash isi liy jaari hy,Neutral
se jab pakistan ki team australia ka doure per gai to team mein imteshar urroj per tha,Positive
1982 mein bharat ka khilaf hyderabad test mein javed miandad ne 280 runs banaye imran ki qayadat captain mein unhone test matches mein phele session mein 948 runs banaye jin mein 3 centuries shamil thi,Positive
bhai kitni pyari baat ke ha ap nay vote ppp dy ticket pmln ke ha allah ke shan ha,Positive
ppp bhutto pir mar yaha ek ig uta lya bilawal pechy hat gaye yahi maulana k saat pmln ppp azadi march mai ta ppp lgi quetta jalsa zyada important ta gb,Negative
jealous nhi hoty bas khush hoty pmln kai logo giraftari pai,Negative
allah inki umar daraz kry,Positive
last time kb mily,Neutral
agar aap pmln k tatto jitna marzi dou lie kalak nahi uttarny wali shame on mr solangi,Negative
ali tareen ki kon c study yar ye bhai phly election lrr chky hain ye ho skta hy jan bohj kr pechy hwa hoye btany k lyehmy lalch niap kia khty ho,Negative
jb ap socho k kuch nh krty tw dance kryn,Positive
mufti sahab aahinda 12baje bi na aana 1baje market khulti hai,Negative
